hue,saturation,value
320.00000,0.87342,0.30980
296.81416,1.00000,0.44314
241.48760,0.81208,0.58431
306.38298,0.42727,0.86275
274.34783,0.74194,0.72941
251.25000,0.68376,0.45882
239.55882,0.84472,0.63137
92.14286,0.35000,0.62745
240.00000,0.52542,0.92549
41.08108,0.75000,0.58039
307.33032,0.96507,0.89804
188.16000,0.72254,0.67843
180.00000,0.88571,0.68627
189.50495,0.48095,0.82353
304.74576,0.80455,0.86275
113.95349,0.79630,0.63529
108.50000,0.53812,0.87451
94.00000,0.94737,0.37255
53.92405,0.35111,0.88235
316.88889,0.75843,0.69804
290.76923,0.44828,0.90980
73.61963,0.68487,0.93333
0.00000,0.33708,0.69804
28.72340,0.60645,0.60784
176.80851,0.51366,0.71765
312.92308,0.63415,0.80392
103.86207,0.87349,0.65098
287.60870,0.86385,0.83529
252.45283,0.67660,0.92157
100.87912,0.61905,0.57647
196.77419,0.98936,0.73725
268.66071,0.89960,0.97647
348.00000,0.96916,0.89020
38.00000,0.57325,0.61569
185.66524,0.92095,0.99216
68.96552,0.37662,0.90588
54.66667,0.56962,0.92941
262.00000,0.90000,0.39216
217.21154,0.92035,0.88627
263.79310,0.83254,0.81961
85.20000,0.84746,0.46275
180.00000,0.03556,0.88235
300.00000,0.27679,0.43922
321.97183,0.35149,0.79216
263.15789,0.81429,0.27451
190.09901,0.49029,0.80784
314.75410,0.48800,0.49020
80.00000,0.14706,0.40000
139.02439,0.27891,0.57647
14.45026,0.75494,0.99216
78.62069,0.36025,0.63137
108.37838,0.94068,0.92549
136.90141,0.57258,0.48627
137.41935,0.48947,0.74510
240.85308,0.85425,0.96863
230.76923,0.69149,0.73725
256.89655,0.80556,0.84706
235.20000,0.24390,0.80392
305.80645,0.18452,0.65882
319.32203,0.29064,0.79608
277.42574,1.00000,0.79216
335.20000,0.39267,0.74902
89.58140,0.99078,0.85098
318.46154,0.58647,0.52157
330.00000,0.21978,0.71373
287.04545,0.37447,0.92157
275.19231,0.50732,0.80392
316.68449,0.78243,0.93725
150.69767,0.49425,0.34118
330.32609,0.76033,0.94902
82.97143,0.93085,0.73725
198.24561,0.67589,0.99216
157.19008,0.56019,0.84706
181.38462,0.55319,0.92157
110.80645,0.51883,0.93725
191.68831,0.90945,0.99608
287.43243,0.62712,0.92549
271.20000,0.56818,0.51765
291.21951,0.27333,0.58824
153.07692,0.94737,0.96863
61.93548,0.12757,0.95294
200.65574,0.48800,0.98039
305.00000,0.35714,0.65882
264.32432,0.52358,0.83137
24.60000,0.88496,0.44314
296.62921,0.89899,0.77647
257.14286,0.18792,0.58431
355.97015,0.58009,0.90588
149.13043,0.54545,0.99216
190.58824,0.44156,0.30196
185.80645,0.98190,0.86667
134.59459,0.24183,0.60000
28.67257,0.93388,0.47451
258.65285,0.94608,0.80000
281.19403,0.38286,0.68627
110.00000,0.12766,0.55294
245.06024,0.65873,0.49412
147.61364,0.69565,0.99216
187.76471,0.82126,0.81176
337.16129,1.00000,0.60784
144.84848,0.99000,0.39216
237.76744,0.91489,0.92157
213.12000,0.71023,0.69020
227.94258,0.83267,0.98431
64.00000,0.71429,0.08235
20.23669,0.71915,0.92157
289.41176,0.27530,0.96863
149.46746,0.71610,0.92549
138.62069,0.24576,0.46275
282.72727,0.77193,0.67059
290.32258,0.68132,0.35686
166.04651,0.38393,0.43922
93.96226,0.79899,0.78039
258.42520,0.90714,0.54902
138.23529,0.49756,0.80392
203.37662,0.92216,0.65490
198.20225,0.37083,0.94118
333.33333,0.68610,0.87451
151.33333,0.60000,0.58824
174.37500,0.69565,0.72157
100.00000,0.49333,0.88235
328.62385,0.98198,0.87059
73.00000,0.78431,0.60000
283.84615,0.23853,0.85490
146.31579,0.75000,0.89412
172.81690,0.73575,0.75686
19.87013,0.72300,0.83529
266.66667,0.59091,0.77647
120.00000,0.60976,0.80392
28.66242,0.95732,0.64314
97.50000,0.20513,0.45882
81.66667,0.29630,0.95294
11.48936,0.87850,0.41961
290.57143,0.95238,0.57647
265.14706,0.61538,0.86667
273.11475,0.77872,0.92157
178.27751,0.89316,0.91765
214.05405,0.49115,0.88627
184.13793,0.15026,0.75686
156.37795,0.90714,0.54902
313.44828,0.49362,0.92157
96.87500,0.55814,0.67451
33.84615,0.66477,0.69020
305.59322,0.57561,0.80392
340.16529,0.99180,0.47843
44.05063,0.82292,0.75294
113.77358,0.92174,0.45098
282.60870,0.32857,0.82353
56.12903,0.98413,0.49412
230.63415,0.90708,0.88627
138.80000,0.61224,0.96078
115.29412,0.99029,0.40392
152.78351,0.85463,0.89020
201.42857,0.95455,0.86275
302.30769,0.97908,0.93725
108.71287,0.80478,0.98431
57.14286,0.64815,0.63529
274.73684,0.58850,0.88627
213.13953,0.88660,0.76078
97.50000,0.72441,0.99608
188.80000,0.92593,0.63529
193.25153,0.84456,0.75686
8.04124,0.62179,0.61176
120.55556,0.80000,0.52941
356.92308,0.79592,0.57647
219.87097,0.83333,0.72941
194.76923,0.32178,0.79216
55.89474,0.86364,0.86275
150.47619,0.98438,0.50196
292.68293,0.80392,0.60000
278.91892,0.97368,0.89412
97.58621,0.84466,0.80784
188.57143,0.38182,0.21569
41.86047,0.65816,0.76863
253.15068,0.61864,0.46275
195.93750,0.83117,0.60392
329.10000,0.79681,0.98431
88.31776,0.95111,0.88235
271.27962,0.85772,0.96471
74.21053,0.82251,0.90588
180.00000,0.70051,0.77255
110.00000,0.27273,0.69020
88.07882,0.80876,0.98431
324.00000,0.95455,0.43137
226.39175,0.91509,0.83137
283.08511,0.82096,0.89804
330.52632,0.30481,0.73333
52.97297,0.93277,0.46667
302.09790,0.61905,0.90588
189.02256,0.76000,0.68627
7.88571,0.95109,0.72157
291.42857,0.15730,0.34902
301.63934,0.95312,0.75294
203.75000,0.45283,0.83137
120.53097,0.74834,0.59216
306.92308,0.51316,0.59608
33.33333,0.09783,0.36078
246.13953,0.93886,0.89804
180.85714,0.47297,0.58039
30.99338,0.61134,0.96863
11.68831,0.66957,0.45098
324.39560,0.68939,0.51765
22.14765,0.86127,0.67843
258.49315,0.81111,0.70588
212.21477,0.86628,0.67451
341.87919,0.94904,0.61569
261.06383,0.37450,0.98431
150.49180,0.95812,0.74902
261.39130,0.51111,0.88235
118.68996,0.91600,0.98039
185.62500,0.67606,0.55686
344.48276,0.23577,0.96471
278.18182,0.99052,0.82745
354.58333,0.73469,0.76863
85.36913,0.65351,0.89412
334.03509,0.80282,0.83529
204.92308,0.89041,0.85882
327.83505,0.42174,0.90196
264.80000,0.49669,0.59216
130.84337,0.58451,0.55686
55.31915,0.79661,0.69412
282.18182,0.79710,0.81176
207.07317,0.40000,0.80392
182.03390,0.58416,0.79216
133.42857,0.91304,0.90196
318.78261,0.59278,0.76078
345.73427,0.80791,0.69412
288.24742,0.89401,0.85098
85.93220,0.54884,0.84314
72.66932,0.98819,0.99608
94.37500,0.38554,0.97647
17.77778,0.65323,0.48627
340.94118,0.67460,0.98824
292.94118,0.77273,0.08627
248.00000,0.11905,0.49412
241.27119,0.99160,0.93333
138.37838,0.53883,0.80784
5.57377,0.75934,0.94510
261.00000,0.32787,0.23922
325.89928,0.60173,0.90588
308.90625,1.00000,0.50196
284.91429,0.85784,0.80000
112.84404,0.50230,0.85098
198.94737,0.36076,0.61961
217.05069,0.97748,0.87059
161.96721,0.76250,0.94118
310.81967,0.58095,0.82353
18.57143,0.97674,0.84314
319.10828,0.64876,0.94902
43.82022,0.40090,0.87059
45.00000,0.46602,0.80784
265.27919,0.82427,0.93725
49.27374,1.00000,0.70196
186.58065,0.69196,0.87843
73.40102,0.97044,0.79608
150.31579,0.71429,0.52157
47.50000,0.83721,0.33725
80.11173,0.96237,0.72941
194.06250,0.67725,0.74118
121.39535,0.76331,0.66275
269.83051,0.71371,0.97255
49.65517,0.50289,0.67843
256.27119,0.75966,0.91373
170.96774,0.50820,0.71765
250.49327,0.87451,1.00000
198.46154,0.67532,0.30196
111.81818,0.75122,0.80392
132.00000,0.72727,0.64706
91.94805,0.35484,0.85098
131.17647,0.68456,0.58431
168.63905,0.84080,0.78824
54.33962,0.66250,0.31373
136.20000,0.56818,0.69020
86.15385,0.50649,0.30196
192.18750,0.69565,0.72157
201.79104,0.83058,0.94902
316.77419,0.38115,0.95686
132.00000,0.75540,0.54510
314.65116,0.81905,0.82353
115.17241,0.44615,0.76471
23.15789,0.77027,0.87059
307.20000,0.11161,0.87843
313.56784,0.91705,0.85098
238.82353,0.56983,0.70196
237.77778,0.98381,0.96863
313.82199,0.87215,0.85882
200.81633,0.88554,0.65098
189.87342,0.70852,0.87451
291.08108,0.34742,0.83529
96.61765,0.68342,0.78039
168.57143,0.70000,0.82353
116.41026,0.47561,0.96471
280.78125,0.59259,0.84706
197.39130,0.59227,0.91373
176.87861,0.80465,0.84314
218.59649,0.79167,0.84706
222.08333,0.66055,0.85490
42.32877,0.58400,0.98039
332.15311,0.86008,0.95294
170.85366,0.82828,0.77647
238.96552,0.33721,0.67451
134.66667,0.90000,0.58824
168.00000,0.18248,0.53725
267.18750,0.97462,0.77255
128.04124,0.83621,0.90980
277.77778,0.31395,0.33725
229.25373,0.92627,0.85098
311.25000,0.32000,0.39216
184.20382,0.89714,0.68627
159.71014,0.81176,1.00000
204.61538,0.86283,0.88627
172.06612,0.65405,0.72549
83.22581,0.93939,0.77647
135.53957,0.58898,0.92549
322.18487,0.80952,0.57647
284.51613,0.12400,0.98039
196.71233,0.97768,0.87843
168.26087,0.19913,0.90588
291.25000,0.41558,0.90588
1.19403,0.98049,0.80392
258.05825,0.86920,0.92941
100.85890,0.83590,0.76471
233.33333,0.52381,0.74118
43.92857,0.30108,0.72941
59.56204,0.80117,0.67059
35.89744,0.72671,0.63137
249.26829,0.97619,0.49412
122.72727,0.26829,0.96471
267.69231,0.62400,0.49020
322.04082,0.79032,0.72941
158.18182,0.10377,0.41569
328.50000,0.96774,0.97255
67.91667,0.99310,0.56863
23.07692,0.31967,0.47843
198.83721,0.67717,0.99608
157.84615,0.35714,0.71373
139.14894,0.62389,0.88627
170.00000,0.33750,0.62745
310.08621,0.91700,0.99216
116.31579,0.91935,0.97255
13.33333,0.21514,0.98431
180.89552,0.29911,0.87843
346.04651,0.48864,0.69020
317.53846,0.28139,0.90588
183.18584,0.48498,0.91373
278.85714,0.91304,0.45098
175.71429,0.25112,0.87451
31.07143,0.22672,0.96863
224.26230,0.92424,0.51765
334.35897,0.66102,0.69412
106.25698,0.88614,0.79216
85.00000,0.73469,0.76863
131.61290,0.99200,0.49020
150.00000,0.65385,0.20392
247.75510,0.79032,0.72941
175.33981,0.47465,0.85098
327.16981,0.87603,0.94902
223.53982,0.98690,0.89804
316.76471,0.27755,0.96078
337.34043,0.80000,0.92157
121.33333,0.42056,0.83922
16.84211,0.80282,0.83529
54.04959,0.59606,0.79608
75.91837,0.32667,0.58824
6.20690,0.47541,0.95686
5.53846,0.48507,0.52549
207.69231,0.20635,0.98824
185.07042,0.58921,0.94510
224.39306,0.76549,0.88627
353.83178,0.49537,0.84706
240.00000,0.05093,0.84706
157.24138,0.91339,0.99608
332.97710,0.65174,0.78824
266.73913,0.92462,0.78039
41.35922,0.90749,0.89020
318.61111,0.96000,0.88235
343.78378,0.44578,0.32549
144.00000,0.58824,0.53333
244.69565,0.64246,0.70196
28.40000,0.59524,0.98824
346.66667,0.53425,0.85882
64.28571,0.15054,0.72941
273.55102,1.00000,0.96078
75.81395,0.76786,0.65882
136.36364,0.51163,0.84314
139.17160,0.67063,0.98824
359.57143,0.70352,0.78039
181.35338,0.61290,0.85098
338.40000,0.36946,0.79608
95.29412,0.37118,0.89804
327.34177,0.89773,0.34510
173.73134,0.72432,0.72549
17.23404,0.79325,0.92941
223.57143,0.42857,0.76863
315.75000,0.47904,0.65490
262.25806,0.82667,0.58824
226.66667,0.75000,0.94118
112.04082,0.38735,0.99216
254.61538,0.73239,0.83529
97.89474,0.87356,0.34118
132.88136,0.92670,0.74902
325.88235,0.93578,0.85490
255.97990,0.85043,0.91765
196.98113,0.67373,0.92549
127.76119,0.80400,0.98039
231.42857,0.38889,0.42353
31.11111,0.22785,0.92941
246.34615,0.96296,0.42353
273.66516,0.90574,0.95686
353.87755,0.89091,0.43137
121.35747,0.90574,0.95686
3.42857,0.56452,0.48627
114.59459,0.58730,0.74118
277.60000,0.61475,0.95686
240.00000,0.66270,0.98824
30.00000,0.18257,0.94510
343.04348,0.84663,0.63922
266.43564,0.84167,0.94118
123.71681,0.99123,0.89412
175.90909,0.89796,0.19216
203.50000,0.89552,0.52549
231.00000,0.57416,0.81961
171.62791,0.78539,0.85882
268.50000,0.94488,0.49804
185.58140,0.77477,0.87059
126.07595,0.45665,0.67843
55.51402,0.87705,0.95686
218.67769,0.74233,0.63922
65.80645,0.59330,0.81961
145.38462,0.60185,0.84706
325.71429,0.73134,0.78824
228.00000,0.69307,0.79216
192.92308,0.97990,0.78039
119.43396,0.61272,0.67843
249.78261,0.85981,0.83922
348.57143,0.46256,0.89020
214.09091,0.54772,0.94510
13.33333,0.31395,0.67451
90.00000,0.28194,0.89020
300.57143,0.90517,0.45490
250.73684,0.57927,0.64314
75.25424,0.37821,0.61176
354.97006,0.71064,0.92157
246.97674,1.00000,0.33725
143.83562,0.37056,0.77255
192.82443,0.73184,0.70196
151.84834,0.98598,0.83922
201.50442,0.99123,0.89412
40.80000,0.58140,0.33725
36.09023,0.68205,0.76471
181.55440,0.79424,0.95294
171.15789,0.77236,0.96471
144.28571,0.17500,0.94118
272.45902,0.84722,0.56471
317.89474,0.26761,0.83529
143.27869,0.81333,0.88235
306.87500,0.91429,0.41176
358.54545,0.76389,0.84706
19.13793,0.52968,0.85882
70.50000,0.24096,0.65098
133.61345,0.49583,0.94118
246.52174,0.68317,0.79216
8.20513,0.82979,0.55294
89.06250,0.39024,0.64314
71.83099,0.60169,0.92549
88.44622,0.98819,0.99608
344.28571,0.64615,0.25490
266.30542,0.84937,0.93725
0.00000,0.70229,0.51373
107.52212,0.93388,0.94902
273.46734,0.91284,0.85490
160.67797,0.81567,0.85098
238.82353,0.46364,0.86275
185.21739,0.71134,0.76078
94.35484,0.63265,0.76863
78.63636,0.74157,0.69804
7.91878,0.78175,0.98824
182.58373,0.89316,0.91765
274.10526,0.74510,1.00000
210.14493,0.89610,0.90588
336.09023,0.90476,0.57647
343.50000,0.80808,0.38824
336.96682,0.92544,0.89412
209.42308,0.95853,0.85098
1.64384,0.31878,0.89804
202.71845,0.41870,0.96471
121.48148,0.61364,0.51765
130.00000,0.73636,0.86275
308.27586,0.46774,0.97255
348.98551,0.94521,0.85882
37.85714,0.90811,0.72549
306.26866,0.26587,0.98824
262.73292,0.87500,0.72157
101.64706,0.71429,0.93333
311.79487,0.79592,0.57647
175.78125,0.54468,0.92157
314.62185,0.62632,0.74510
38.29787,0.53409,0.69020
335.08772,0.83415,0.80392
103.66864,0.96571,0.68627
314.74576,0.90769,0.50980
339.24528,0.82812,0.75294
236.66667,0.19565,0.36078
41.51351,0.91133,0.79608
108.34286,0.96685,0.70980
286.36364,0.39111,0.88235
316.36364,0.25191,0.51373
30.90909,0.78571,0.65882
55.71429,0.43750,0.37647
70.00000,0.43820,0.69804
138.03279,0.71765,1.00000
162.54545,0.46610,0.46275
122.15827,0.55600,0.98039
222.96774,0.79897,0.76078
133.02632,0.77949,0.76471
227.77778,0.89627,0.94510
284.05063,0.75238,0.41176
252.78689,0.96316,0.74510
74.09091,0.52800,0.98039
357.65625,0.96241,0.52157
61.35338,0.84177,0.61961
11.72414,0.39367,0.86667
137.57576,0.39286,0.98824
57.56098,0.64398,0.74902
145.17483,0.57895,0.96863
228.15789,0.91566,0.65098
136.07143,0.26667,0.82353
311.32075,0.28804,0.72157
278.40000,0.24631,0.79608
120.44118,0.59649,0.89412
62.50000,0.10714,0.87843
209.50000,0.53571,0.87843
333.96226,0.64634,0.32157
9.17647,0.64394,0.51765
165.54217,0.56081,0.58039
215.08475,0.94400,0.98039
40.00000,0.89189,0.43529
347.31707,0.50617,0.95294
175.75758,0.44395,0.87451
297.85714,0.45528,0.96471
300.00000,0.55046,0.42745
164.84211,0.51630,0.72157
196.81529,0.95732,0.64314
256.72131,0.92893,0.77255
67.85047,0.82308,0.50980
56.38554,0.38426,0.84706
239.24528,0.82383,0.75686
194.80851,0.98739,0.93333
198.66667,0.21226,0.83137
159.00000,0.08475,0.92549
83.66972,0.60221,0.70980
23.43750,0.51613,0.97255
261.39860,0.74869,0.74902
61.93548,0.59615,0.61176
276.66667,0.87805,0.16078
124.13793,0.91031,0.87451
244.35484,0.84932,0.57255
174.61538,0.61905,0.49412
40.20619,0.65101,0.58431
300.97561,0.58019,0.83137
78.73016,0.95455,0.77647
5.40541,0.69375,0.62745
31.50685,0.89754,0.95686
104.51613,0.67883,0.53725
25.62500,0.94118,0.40000
21.08108,0.28682,0.50588
260.86957,0.92000,0.39216
316.77419,0.89423,0.81569
66.19355,0.73113,0.83137
64.00000,0.68966,0.68235
204.84848,0.57225,0.67843
23.38235,0.62100,0.85882
10.76923,0.88636,0.86275
35.91837,0.66818,0.86275
75.78947,0.22892,0.97647
194.46809,0.77901,0.70980
20.45455,0.25000,0.69020
315.00000,1.00000,0.98824
177.55102,0.84483,0.90980
238.18182,0.76744,0.50588
0.00000,0.82123,0.70196
297.74436,0.73481,0.70980
289.82456,0.95531,0.70196
8.73786,0.69128,0.58431
86.16279,0.91489,0.73725
150.17964,0.75225,0.87059
327.86730,0.97235,0.85098
77.56098,0.94615,0.50980
236.00000,0.17241,0.68235
87.61062,0.57071,0.77647
123.52941,0.32692,0.20392
135.00000,0.05797,0.81176
54.78261,0.10177,0.88627
267.27273,0.72848,0.59216
182.43902,0.89130,0.54118
73.63636,0.36975,0.46667
286.50000,0.41667,0.75294
138.75000,0.34483,0.90980
354.47368,0.93061,0.96078
359.25000,0.70796,0.44314
220.13793,0.64444,0.88235
52.16080,0.89238,0.87451
88.70968,0.93000,0.78431
291.86441,0.78146,0.59216
39.48387,0.69196,0.87843
213.54839,0.37652,0.96863
187.27273,0.14602,0.88627
67.05882,0.30909,0.43137
326.76923,0.77381,0.65882
246.53226,0.98413,0.98824
60.00000,0.52344,0.50196
26.18182,0.58511,0.73725
346.87500,0.84211,0.29804
228.07229,0.97647,0.66667
180.40000,0.86705,0.67843
87.48092,0.69681,0.73725
51.47929,0.77169,0.85882
325.93220,0.48361,0.95686
213.55932,0.33333,0.69412
166.66667,0.53731,0.78824
214.12844,0.43426,0.98431
354.76190,0.60577,0.81569
250.75472,0.87603,0.47451
245.33333,0.88933,0.99216
166.54545,0.79710,0.81176
229.09091,0.19760,0.65490
354.15584,0.61111,0.98824
262.65306,0.60123,0.63922
188.87324,0.92810,0.60000
96.96682,0.95045,0.87059
320.47059,0.72034,0.46275
198.84817,0.77328,0.96863
5.36585,0.80921,0.59608
314.66667,0.54878,0.64314
297.89474,0.74510,0.60000
247.22892,0.77209,0.84314
344.55882,0.54183,0.98431
4.86486,0.69375,0.62745
249.68610,0.89919,0.97255
155.25000,0.50955,0.61569
158.04878,0.98086,0.81961
312.24490,0.60494,0.95294
167.82609,0.75410,0.71765
91.45374,0.95378,0.93333
155.25000,0.72398,0.86667
259.80000,0.58480,0.67059
52.40506,0.33054,0.93725
78.41584,0.99020,0.40000
263.50000,0.63158,0.74510
31.38462,0.75145,0.67843
225.29032,0.82888,0.73333
116.00000,0.81933,0.93333
298.88199,0.69099,0.91373
145.51181,0.78395,0.63529
240.00000,0.30830,0.99216
194.40000,0.45455,0.21569
332.50000,0.66403,0.99216
172.94118,0.63298,0.73725
97.55725,0.51779,0.99216
103.42857,0.52239,0.78824
352.00000,0.33632,0.87451
253.26633,0.84681,0.92157
357.44681,0.37751,0.97647
312.97297,0.71154,0.61176
19.89637,0.97970,0.77255
43.91061,0.73361,0.95686
315.40541,0.72195,0.80392
75.78947,0.22619,0.98824
57.12329,0.90683,0.63137
305.94059,0.47642,0.83137
203.57143,0.60345,0.90980
241.44578,0.36087,0.90196
311.59091,0.54321,0.63529
293.36683,0.86522,0.90196
344.34783,0.58974,0.76471
352.82051,0.54930,0.83529
113.40659,0.37143,0.96078
273.27273,0.50459,0.85490
57.36264,0.74590,0.47843
126.77419,0.33696,0.72157
172.13115,0.28111,0.85098
202.80000,0.68966,0.56863
81.33333,0.83333,0.63529
225.00000,0.53901,0.55294
109.21348,0.95699,0.36471
358.88889,0.84375,0.75294
240.00000,0.63529,1.00000
24.65347,0.83817,0.94510
230.05714,0.80275,0.85490
17.34940,0.39904,0.81569
25.71429,0.91304,0.99216
271.71429,0.54688,0.50196
165.65217,0.22886,0.78824
13.41176,0.69388,0.96078
188.14815,0.84375,0.75294
299.72477,0.93162,0.91765
211.87500,0.31683,0.79216
246.58537,0.49398,0.65098
24.58333,0.64865,0.87059
80.19802,0.50500,0.78431
248.27586,0.53704,0.63529
263.51351,0.61411,0.94510
98.52632,0.39583,0.94118
5.64706,0.57047,0.58431
176.29630,0.34615,0.91765
72.40223,0.78509,0.89412
228.48485,0.39759,0.97647
108.88889,0.31765,0.66667
14.24460,0.56048,0.97255
317.83784,0.37374,0.38824
251.29412,0.38813,0.85882
317.61468,0.78417,0.54510
254.31193,0.42745,1.00000
24.55814,0.85657,0.98431
49.04762,0.88112,0.56078
10.97143,0.98315,0.69804
29.41176,0.94009,0.85098
326.78571,0.76190,0.57647
130.00000,0.88000,0.88235
322.70270,0.88942,0.81569
167.77778,0.76056,0.55686
39.41176,0.99029,0.80784
316.55172,0.59487,0.76471
87.32143,0.71338,0.61569
153.60000,0.20000,0.49020
293.20755,0.42231,0.98431
20.68085,0.96311,0.95686
261.66667,0.18557,0.76078
174.64286,0.23932,0.91765
211.52542,0.95161,0.24314
252.00000,0.35176,0.78039
80.78740,0.56195,0.88627
257.14286,0.41667,0.98824
166.52174,0.72251,0.74902
215.65714,0.86634,0.79216
22.65957,0.91707,0.80392
356.10390,0.93902,0.96471
177.27273,0.94902,1.00000
201.17647,0.18280,0.72941
86.30769,0.72626,0.70196
290.72727,0.50926,0.84706
196.87500,0.24806,0.50588
305.83333,0.36181,0.78039
350.00000,0.69027,0.88627
41.80328,0.68156,0.70196
246.31579,0.41007,0.54510
116.66667,0.71429,0.49412
279.75460,0.78744,0.81176
241.05263,0.48927,0.91373
82.38806,0.54918,0.47843
99.45205,0.97333,0.88235
292.65306,0.92891,0.82745
323.43750,0.33684,0.74510
208.52941,0.82591,0.96863
158.75000,0.28235,0.66667
58.83495,0.99517,0.81176
29.34307,0.57083,0.94118
209.77099,0.91608,0.56078
295.90909,0.17460,0.98824
77.64706,0.82424,0.64706
49.78723,0.91262,0.80784
267.69231,0.75111,0.88235
2.56410,0.64286,0.71373
284.55446,0.81452,0.97255
218.92857,0.70293,0.93725
259.32203,0.75641,0.30588
205.44304,0.65289,0.94902
215.38462,0.90698,0.67451
282.43902,0.90608,0.70980
316.80000,0.52083,0.94118
66.52174,0.85981,0.83922
295.55556,0.22785,0.92941
354.83871,0.97382,0.74902
251.64179,0.40606,0.64706
344.49438,0.60135,0.58039
98.70968,0.20530,0.59216
145.57377,0.98387,0.48627
328.92857,0.53333,0.82353
300.00000,0.31304,0.90196
118.02198,0.40625,0.87843
267.39130,0.79654,0.90588
293.83178,0.67722,0.61961
252.69231,0.71233,0.85882
175.80000,1.00000,0.39216
69.47368,0.59843,0.49804
201.88679,0.73953,0.84314
142.85714,0.73256,0.33725
274.34211,0.95000,0.62745
77.33333,0.61644,0.57255
215.14286,0.90517,0.90980
345.69536,0.78238,0.75686
7.50000,0.23669,0.66275
134.70588,0.82258,0.48627
115.94595,0.76684,0.75686
191.11111,0.74586,0.70980
190.28571,0.96552,0.56863
155.56701,0.80165,0.94902
337.75281,0.38696,0.90196
46.40625,0.53782,0.93333
94.18605,0.86869,0.77647
36.42857,0.97391,0.90196
335.34247,0.57708,0.99216
276.61017,0.33146,0.69804
202.08955,0.99015,0.79608
164.28571,0.49412,0.66667
289.68153,0.66809,0.92157
176.66667,0.07895,0.89412
261.29032,0.93467,0.78039
90.00000,0.36257,0.67059
103.73832,0.45148,0.92941
34.64789,0.52206,0.53333
163.97516,0.70925,0.89020
175.45455,0.28821,0.89804
84.84848,0.95192,0.40784
56.15385,0.92857,0.65882
41.80645,0.61508,0.98824
249.55414,0.67965,0.90588
304.00000,0.75342,0.85882
13.33333,0.39320,0.80784
246.05769,0.86307,0.94510
49.16300,0.96186,0.92549
100.69307,0.85957,0.92157
62.28571,0.98131,0.41961
88.18182,0.86463,0.89804
351.42857,0.88732,0.83529
87.00000,0.33898,0.46275
33.75000,0.89243,0.98431
293.33333,0.46154,0.91765
191.25000,0.79012,0.31765
248.49558,0.91129,0.97255
138.16514,0.89712,0.95294
77.56757,0.97797,0.89020
290.21459,0.96680,0.94510
225.31469,0.79888,0.70196
244.54545,0.29075,0.89020
27.63158,0.80000,0.37255
295.66265,0.56849,0.57255
118.98305,0.31720,0.72941
111.06383,0.20614,0.89412
352.53886,0.89767,0.84314
41.25000,0.71910,0.69804
224.75000,0.96774,0.97255
250.90909,0.81915,0.36863
335.88785,0.77536,0.54118
13.48315,0.97268,0.71765
125.82090,0.88158,0.59608
189.09091,0.17187,0.75294
177.94286,0.78475,0.87451
328.59060,0.80978,0.72157
331.42857,0.83168,0.39608
137.50000,0.09639,0.97647
205.10204,0.57310,0.67059
280.80000,0.60976,0.96471
64.18605,0.28105,0.60000
283.63636,0.51163,0.50588
226.72131,0.53744,0.89020
3.65217,0.67647,0.66667
352.04819,0.73778,0.88235
349.18033,0.82432,0.29020
218.67769,0.87681,0.54118
207.84314,0.81818,0.73333
198.91304,0.37097,0.97255
97.05882,0.42500,0.94118
82.14286,0.94382,0.34902
190.43478,0.17829,0.50588
154.91525,0.82710,0.83922
270.18182,0.66000,0.98039
32.32877,0.96053,0.89412
156.71053,0.79581,0.74902
112.50000,0.43243,0.14510
338.10811,0.68519,0.84706
153.26733,0.92661,0.85490
170.98446,0.81780,0.92549
22.50000,0.84615,0.40784
94.58333,0.64574,0.87451
357.94872,0.46245,0.99216
230.00000,0.63380,0.55686
206.41791,0.74444,0.70588
266.80851,0.57669,0.63922
177.81818,0.53398,0.40392
198.20225,0.44724,0.78039
16.02484,0.93605,0.67451
326.25000,0.33333,0.94118
230.00000,0.56604,0.41569
162.66667,0.71053,0.74510
90.17143,0.87940,0.78039
48.38710,0.91626,0.79608
204.89362,0.41964,0.87843
283.57143,1.00000,0.98824
171.11111,0.97122,0.54510
324.65753,0.96053,0.89412
102.53521,0.86235,0.96863
28.47458,0.24380,0.94902
41.82857,0.76419,0.89804
90.00000,0.22979,0.92157
248.57143,0.22826,0.72157
91.76471,0.84530,0.70980
357.77778,0.64286,0.16471
130.43478,0.47179,0.76471
162.45283,0.42400,0.98039
261.53846,0.30469,0.50196
108.00000,0.86667,0.58824
108.80000,0.69444,0.84706
285.00000,0.82828,0.77647
336.20690,0.99429,0.68627
267.27273,0.77778,0.38824
245.76923,0.77612,0.52549
16.26168,0.63690,0.65882
247.87500,0.63241,0.99216
173.90625,1.00000,0.50196
158.80597,0.81048,0.97255
351.56250,0.27948,0.89804
117.00000,0.37559,0.83529
68.72727,0.84615,0.50980
327.80488,0.46857,0.68627
204.25532,0.64977,0.85098
26.21849,0.61658,0.75686
114.91525,0.81193,0.85490
130.08000,0.67204,0.72941
86.66667,0.65563,0.59216
240.55046,0.55897,0.76471
18.62069,0.84878,0.80392
49.47368,0.70661,0.94902
42.43902,0.48235,0.33333
244.77876,0.77931,0.56863
219.66942,0.83448,0.56863
111.27273,0.95930,0.67451
14.35897,0.75974,0.60392
208.44828,0.92063,0.98824
61.34831,0.70079,0.49804
167.67123,0.95217,0.90196
75.89404,0.65652,0.90196
