hue,saturation,lightness
67.55906,0.60190,0.41373
320.00000,0.77528,0.17451
296.81416,1.00000,0.22157
241.48760,0.68362,0.34706
306.38298,0.57317,0.67843
274.34783,0.58974,0.45882
251.25000,0.51948,0.30196
239.55882,0.73118,0.36471
92.14286,0.22764,0.51765
240.00000,0.76543,0.68235
41.08108,0.60000,0.36275
307.33032,0.93249,0.46471
188.16000,0.56561,0.43333
180.00000,0.79487,0.38235
189.50495,0.52880,0.62549
304.74576,0.71660,0.51569
113.95349,0.66154,0.38235
108.50000,0.65217,0.63922
94.00000,0.90000,0.19608
53.92405,0.56835,0.72745
316.88889,0.61086,0.43333
290.76923,0.69333,0.70588
73.61963,0.82741,0.61373
0.00000,0.28037,0.58039
28.72340,0.43519,0.42353
176.80851,0.39496,0.53333
312.92308,0.56522,0.54902
103.86207,0.77540,0.36667
287.60870,0.76033,0.47451
252.45283,0.79899,0.60980
100.87912,0.44828,0.39804
196.77419,0.97895,0.37255
268.66071,0.94915,0.53725
348.00000,0.94017,0.45882
38.00000,0.40179,0.43922
185.66524,0.98312,0.53529
68.96552,0.64444,0.73529
54.66667,0.78947,0.66471
262.00000,0.81818,0.21569
217.21154,0.85246,0.47843
263.79310,0.71311,0.47843
85.20000,0.73529,0.26667
180.00000,0.11765,0.86667
300.00000,0.16062,0.37843
321.97183,0.40113,0.65294
263.15789,0.68675,0.16275
190.09901,0.50754,0.60980
314.75410,0.32275,0.37059
80.00000,0.07937,0.37059
139.02439,0.16206,0.49608
14.45026,0.97949,0.61765
78.62069,0.23577,0.51765
108.37838,0.88800,0.49020
136.90141,0.40113,0.34706
137.41935,0.41704,0.56275
240.85308,0.92952,0.55490
230.76923,0.52846,0.48235
256.89655,0.69048,0.50588
235.20000,0.33333,0.70588
305.80645,0.15122,0.59804
319.32203,0.36196,0.68039
277.42574,1.00000,0.39608
335.20000,0.36946,0.60196
89.58140,0.98174,0.42941
318.46154,0.41489,0.36863
330.00000,0.21505,0.63529
287.04545,0.68750,0.74902
275.19231,0.50980,0.60000
316.68449,0.85388,0.57059
150.69767,0.32824,0.25686
330.32609,0.87619,0.58824
82.97143,0.87065,0.39412
198.24561,0.97714,0.65686
157.19008,0.60804,0.60980
181.38462,0.76471,0.66667
110.80645,0.79487,0.69412
191.68831,0.99142,0.54314
287.43243,0.79570,0.63529
271.20000,0.39683,0.37059
291.21951,0.16335,0.50784
153.07692,0.93600,0.50980
61.93548,0.56364,0.89216
200.65574,0.92424,0.74118
305.00000,0.25641,0.54118
264.32432,0.56345,0.61373
24.60000,0.79365,0.24706
296.62921,0.81651,0.42745
257.14286,0.11667,0.52941
355.97015,0.73626,0.64314
149.13043,0.97183,0.72157
190.58824,0.28333,0.23529
185.80645,0.96444,0.44118
134.59459,0.15353,0.52745
28.67257,0.87597,0.25294
258.65285,0.89767,0.42157
281.19403,0.29515,0.55490
110.00000,0.07317,0.51765
245.06024,0.49112,0.33137
147.61364,0.97778,0.64706
187.76471,0.69672,0.47843
337.16129,1.00000,0.30392
144.84848,0.98020,0.19804
237.76744,0.84314,0.50000
213.12000,0.55066,0.44510
227.94258,0.96313,0.57451
64.00000,0.55556,0.05294
20.23669,0.80861,0.59020
289.41176,0.80952,0.83529
149.46746,0.81643,0.59412
138.62069,0.14010,0.40588
282.72727,0.62857,0.41176
290.32258,0.51667,0.23529
166.04651,0.23757,0.35490
93.96226,0.66527,0.46863
258.42520,0.83007,0.30000
138.23529,0.50495,0.60392
203.37662,0.85556,0.35294
198.20225,0.74790,0.76667
333.33333,0.70507,0.57451
151.33333,0.42857,0.41176
174.37500,0.53333,0.47059
100.00000,0.64912,0.66471
328.62385,0.96460,0.44314
73.00000,0.64516,0.36471
283.84615,0.41270,0.75294
146.31579,0.76000,0.55882
172.81690,0.58197,0.47843
19.87013,0.64706,0.53333
266.66667,0.50649,0.54706
120.00000,0.55556,0.55882
28.66242,0.91813,0.33529
97.50000,0.11429,0.41176
81.66667,0.75000,0.81176
11.48936,0.78333,0.23529
290.57143,0.90909,0.30196
265.14706,0.66667,0.60000
273.11475,0.82063,0.56275
178.27751,0.83267,0.50784
214.05405,0.65680,0.66863
184.13793,0.18954,0.70000
156.37795,0.83007,0.30000
313.44828,0.74359,0.69412
96.87500,0.38710,0.48627
33.84615,0.49787,0.46078
305.59322,0.54128,0.57255
340.16529,0.98374,0.24118
44.05063,0.69912,0.44314
113.77358,0.85484,0.24314
282.60870,0.43396,0.68824
56.12903,0.96875,0.25098
230.63415,0.82996,0.48431
138.80000,0.88235,0.66667
115.29412,0.98077,0.20392
152.78351,0.77600,0.50980
201.42857,0.91304,0.45098
302.30769,0.95902,0.47843
108.71287,0.96190,0.58824
57.14286,0.47945,0.42941
274.73684,0.69634,0.62549
213.13953,0.79630,0.42353
97.50000,0.98925,0.63529
188.80000,0.86207,0.34118
193.25153,0.73094,0.43725
8.04124,0.45116,0.42157
120.55556,0.66667,0.31765
356.92308,0.66102,0.34706
219.87097,0.71429,0.42549
194.76923,0.38012,0.66471
55.89474,0.76000,0.49020
150.47619,0.96923,0.25490
292.68293,0.67213,0.35882
278.91892,0.94872,0.45882
97.58621,0.73109,0.46667
188.57143,0.23596,0.17451
41.86047,0.52227,0.51569
253.15068,0.44785,0.31961
195.93750,0.71111,0.35294
329.10000,0.96154,0.59216
88.31776,0.90678,0.46275
271.27962,0.92140,0.55098
74.21053,0.79832,0.53333
180.00000,0.54331,0.50196
110.00000,0.23301,0.59608
88.07882,0.96209,0.58627
324.00000,0.91304,0.22549
226.39175,0.84348,0.45098
283.08511,0.78333,0.52941
330.52632,0.29534,0.62157
52.97297,0.87402,0.24902
302.09790,0.74869,0.62549
189.02256,0.61290,0.42549
7.88571,0.90674,0.37843
291.42857,0.08537,0.32157
301.63934,0.91045,0.39412
203.75000,0.52747,0.64314
120.53097,0.59788,0.37059
306.92308,0.34513,0.44314
33.33333,0.05143,0.34314
246.13953,0.88477,0.47647
180.85714,0.30973,0.44314
30.99338,0.90419,0.67255
11.68831,0.50327,0.30000
324.39560,0.52601,0.33922
22.14765,0.75635,0.38627
258.49315,0.68224,0.41961
212.21477,0.76410,0.38235
341.87919,0.90303,0.32353
261.06383,0.92157,0.80000
150.49180,0.91960,0.39020
261.39130,0.65714,0.65686
118.68996,0.95816,0.53137
185.62500,0.51064,0.36863
344.48276,0.76316,0.85098
278.18182,0.98122,0.41765
354.58333,0.58065,0.48627
85.36913,0.73399,0.60196
334.03509,0.67059,0.50000
204.92308,0.80247,0.47647
327.83505,0.65986,0.71176
264.80000,0.33040,0.44510
130.84337,0.41294,0.39412
55.31915,0.66197,0.41765
282.18182,0.66265,0.48824
207.07317,0.45055,0.64314
182.03390,0.52679,0.56078
133.42857,0.84000,0.49020
318.78261,0.48523,0.53529
345.73427,0.67773,0.41373
288.24742,0.80833,0.47059
85.93220,0.59596,0.61176
72.66932,0.99209,0.50392
94.37500,0.88889,0.78824
17.77778,0.48503,0.32745
340.94118,0.96591,0.65490
292.94118,0.62963,0.05294
248.00000,0.06329,0.46471
241.27119,0.98333,0.47059
138.37838,0.53110,0.59020
5.57377,0.86730,0.58627
261.00000,0.19608,0.20000
325.89928,0.74332,0.63333
308.90625,1.00000,0.25098
284.91429,0.75107,0.45686
112.84404,0.58919,0.63725
198.94737,0.22709,0.50784
217.05069,0.95595,0.44510
161.96721,0.85915,0.58235
310.81967,0.57547,0.58431
18.57143,0.95455,0.43137
319.10828,0.85792,0.64118
43.82022,0.57419,0.69608
45.00000,0.49485,0.61961
265.27919,0.86026,0.55098
49.27374,1.00000,0.35098
186.58065,0.71429,0.57451
73.40102,0.94258,0.40980
150.31579,0.55556,0.33529
47.50000,0.72000,0.19608
80.11173,0.92746,0.37843
194.06250,0.51200,0.49020
121.39535,0.61722,0.40980
269.83051,0.92670,0.62549
49.65517,0.34661,0.50784
256.27119,0.80090,0.56667
170.96774,0.39241,0.53529
250.49327,1.00000,0.56275
198.46154,0.50980,0.20000
111.81818,0.60630,0.50196
132.00000,0.57143,0.41176
91.94805,0.50327,0.70000
131.17647,0.52041,0.38431
168.63905,0.72532,0.45686
54.33962,0.49533,0.20980
136.20000,0.39683,0.49412
86.15385,0.33913,0.22549
192.18750,0.53333,0.47059
201.79104,0.88546,0.55490
316.77419,0.80870,0.77451
132.00000,0.60694,0.33922
314.65116,0.69355,0.48627
115.17241,0.42029,0.59412
23.15789,0.72152,0.53529
307.20000,0.28736,0.82941
313.56784,0.84681,0.46078
238.82353,0.40157,0.50196
237.77778,0.96813,0.49216
313.82199,0.77328,0.48431
200.81633,0.79459,0.36275
189.87342,0.71171,0.56471
291.08108,0.46835,0.69020
96.61765,0.54839,0.51373
168.57143,0.62025,0.53529
116.41026,0.86667,0.73529
280.78125,0.62136,0.59608
197.39130,0.75824,0.64314
176.87861,0.68379,0.50392
218.59649,0.68675,0.51176
222.08333,0.66055,0.57255
42.32877,0.93590,0.69412
332.15311,0.89700,0.54314
170.85366,0.70690,0.45490
238.96552,0.25893,0.56078
134.66667,0.81818,0.32353
168.00000,0.10040,0.48824
267.18750,0.95050,0.39608
128.04124,0.80833,0.52941
277.77778,0.18621,0.28431
229.25373,0.86266,0.45686
311.25000,0.19048,0.32941
184.20382,0.81347,0.37843
159.71014,1.00000,0.59412
204.61538,0.77075,0.50392
172.06612,0.48594,0.48824
83.22581,0.88571,0.41176
135.53957,0.78531,0.65294
322.18487,0.68000,0.34314
284.51613,0.75610,0.91961
196.71233,0.95633,0.44902
168.26087,0.48936,0.81569
291.25000,0.66667,0.71765
1.19403,0.96172,0.40980
258.05825,0.85124,0.52549
100.85890,0.71806,0.44510
233.33333,0.42857,0.54706
43.92857,0.28866,0.61961
59.56204,0.66829,0.40196
35.89744,0.57073,0.40196
249.26829,0.95349,0.25294
122.72727,0.78571,0.83529
267.69231,0.45349,0.33725
322.04082,0.65333,0.44118
158.18182,0.05473,0.39412
328.50000,0.94488,0.50196
67.91667,0.98630,0.28627
23.07692,0.19024,0.40196
198.83721,0.98851,0.65882
157.84615,0.30806,0.58627
139.14894,0.70854,0.60980
170.00000,0.22131,0.52157
310.08621,0.98305,0.53725
116.31579,0.94215,0.52549
13.33333,0.87097,0.87843
180.89552,0.51938,0.74706
346.04651,0.35246,0.52157
317.53846,0.57522,0.77843
183.18584,0.71975,0.69216
278.85714,0.84000,0.24510
175.71429,0.46667,0.76471
31.07143,0.77778,0.85882
224.26230,0.85915,0.27843
334.35897,0.49367,0.46471
106.25698,0.79556,0.44118
85.00000,0.58065,0.48627
131.61290,0.98413,0.24706
150.00000,0.48571,0.13725
247.75510,0.65333,0.44118
175.33981,0.57542,0.64902
327.16981,0.89076,0.53333
223.53982,0.97414,0.45490
316.76471,0.77273,0.82745
337.34043,0.82456,0.55294
121.33333,0.52326,0.66275
16.84211,0.67059,0.50000
54.04959,0.53778,0.55882
75.91837,0.19522,0.49216
6.20690,0.84058,0.72941
5.53846,0.32020,0.39804
207.69231,0.89655,0.88627
185.07042,0.83529,0.66667
224.39306,0.74892,0.54706
353.83178,0.57838,0.63725
240.00000,0.12360,0.82549
157.24138,0.99145,0.54118
332.97710,0.54812,0.53137
266.73913,0.85981,0.41961
41.35922,0.83065,0.48627
318.61111,0.92308,0.45882
343.78378,0.28682,0.25294
144.00000,0.41667,0.37647
244.69565,0.47325,0.47647
28.40000,0.96154,0.69412
346.66667,0.61905,0.62941
64.28571,0.16867,0.67451
273.55102,1.00000,0.48039
75.81395,0.62319,0.40588
136.36364,0.57895,0.62745
139.17160,0.96571,0.65686
359.57143,0.55556,0.50588
181.35338,0.63636,0.59020
338.40000,0.41899,0.64902
95.29412,0.62044,0.73137
327.34177,0.81443,0.19020
173.73134,0.56780,0.46275
17.23404,0.83929,0.56078
223.57143,0.41584,0.60392
315.75000,0.31496,0.49804
262.25806,0.70455,0.34510
226.66667,0.85714,0.58824
112.04082,0.96078,0.80000
254.61538,0.65000,0.52941
97.89474,0.77551,0.19216
132.88136,0.86341,0.40196
325.88235,0.87931,0.45490
255.97990,0.82573,0.52745
196.98113,0.80711,0.61373
127.76119,0.95261,0.58627
231.42857,0.24138,0.34118
31.11111,0.60000,0.82353
246.34615,0.92857,0.21961
273.66516,0.90947,0.52353
353.87755,0.80328,0.23922
121.35747,0.90947,0.52353
3.42857,0.39326,0.34902
114.59459,0.45679,0.52353
277.60000,0.87209,0.66275
240.00000,0.96532,0.66078
30.00000,0.61111,0.85882
343.04348,0.73404,0.36863
266.43564,0.87069,0.54510
123.71681,0.98261,0.45098
175.90909,0.81481,0.10588
203.50000,0.81081,0.29020
231.00000,0.56604,0.58431
171.62791,0.70492,0.52157
268.50000,0.89552,0.26275
185.58140,0.72269,0.53333
126.07595,0.32510,0.52353
55.51402,0.90678,0.53725
218.67769,0.59024,0.40196
65.80645,0.57407,0.57647
145.38462,0.62500,0.59216
325.71429,0.57647,0.50000
228.00000,0.56911,0.51765
192.92308,0.96059,0.39804
119.43396,0.44167,0.47059
249.78261,0.75410,0.47843
348.57143,0.65217,0.68431
214.09091,0.82500,0.68627
13.33333,0.24545,0.56863
90.00000,0.53333,0.76471
300.57143,0.82677,0.24902
250.73684,0.40773,0.45686
75.25424,0.23320,0.49608
354.97006,0.80676,0.59412
246.97674,1.00000,0.16863
143.83562,0.38624,0.62941
192.82443,0.57709,0.44510
151.84834,0.97235,0.42549
201.50442,0.98261,0.45098
40.80000,0.40984,0.23922
36.09023,0.52569,0.50392
181.55440,0.88940,0.57451
171.15789,0.91346,0.59216
144.28571,0.58333,0.85882
272.45902,0.73494,0.32549
317.89474,0.40426,0.72353
143.27869,0.75309,0.52353
306.87500,0.84211,0.22353
358.54545,0.67901,0.52353
19.13793,0.61702,0.63137
70.50000,0.18349,0.57255
133.61345,0.79866,0.70784
246.52174,0.56557,0.52157
8.20513,0.70909,0.32353
89.06250,0.26016,0.51765
71.83099,0.78889,0.64706
88.44622,0.99209,0.50392
344.28571,0.47727,0.17255
266.30542,0.86383,0.53922
0.00000,0.54118,0.33333
107.52212,0.89683,0.50588
273.46734,0.83966,0.46471
160.67797,0.69960,0.50392
238.82353,0.59302,0.66275
185.21739,0.55200,0.49020
94.35484,0.51240,0.52549
78.63636,0.58929,0.43922
7.91878,0.97044,0.60196
182.58373,0.83267,0.50784
274.10526,1.00000,0.62745
210.14493,0.81176,0.50000
336.09023,0.82609,0.31569
343.50000,0.67797,0.23137
336.96682,0.86122,0.48039
209.42308,0.92035,0.44314
1.64384,0.58400,0.75490
202.71845,0.85124,0.76275
121.48148,0.44262,0.35882
130.00000,0.69828,0.54510
308.27586,0.89231,0.74510
348.98551,0.89610,0.45294
37.85714,0.83168,0.39608
306.26866,0.91781,0.85686
262.73292,0.77778,0.40588
101.64706,0.83333,0.60000
311.79487,0.66102,0.34706
175.78125,0.76190,0.67059
314.62185,0.47791,0.51176
38.29787,0.37302,0.50588
335.08772,0.71548,0.46863
103.66864,0.93370,0.35490
314.74576,0.83099,0.27843
339.24528,0.70667,0.44118
236.66667,0.10843,0.32549
41.51351,0.83710,0.43333
108.34286,0.93583,0.36667
286.36364,0.59459,0.70980
316.36364,0.14410,0.44902
30.90909,0.64706,0.40000
55.71429,0.28000,0.29412
70.00000,0.33621,0.54510
138.03279,1.00000,0.64118
162.54545,0.30387,0.35490
122.15827,0.93289,0.70784
222.96774,0.66524,0.45686
133.02632,0.63866,0.46667
227.77778,0.88525,0.52157
284.05063,0.60305,0.25686
252.78689,0.92893,0.38627
74.09091,0.92958,0.72157
357.65625,0.92754,0.27059
61.35338,0.72678,0.35882
11.72414,0.56129,0.69608
137.57576,0.94286,0.79412
57.56098,0.49004,0.50784
145.17483,0.89937,0.68824
228.15789,0.84444,0.35294
136.07143,0.38356,0.71373
311.32075,0.27179,0.61765
278.40000,0.32468,0.69804
120.44118,0.71579,0.62745
62.50000,0.27907,0.83137
209.50000,0.65934,0.64314
333.96226,0.47748,0.21765
9.17647,0.47486,0.35098
165.54217,0.38967,0.41765
215.08475,0.95935,0.51765
40.00000,0.80488,0.24118
347.31707,0.83673,0.71176
175.75758,0.60736,0.68039
297.85714,0.86154,0.74510
300.00000,0.37975,0.30980
164.84211,0.40084,0.53529
196.81529,0.91813,0.33529
256.72131,0.86730,0.41373
67.85047,0.69935,0.30000
56.38554,0.51553,0.68431
239.24528,0.70044,0.44510
194.80851,0.97510,0.47255
198.66667,0.34351,0.74314
159.00000,0.34483,0.88627
83.66972,0.43083,0.49608
23.43750,0.90141,0.72157
261.39860,0.59833,0.46863
61.93548,0.42466,0.42941
276.66667,0.78261,0.09020
124.13793,0.83539,0.47647
244.35484,0.73810,0.32941
174.61538,0.44828,0.34118
40.20619,0.48259,0.39412
300.97561,0.58852,0.59020
78.73016,0.91304,0.40588
5.40541,0.53110,0.40980
31.50685,0.90871,0.52745
104.51613,0.51381,0.35490
25.62500,0.88889,0.21176
21.08108,0.16742,0.43333
260.86957,0.85185,0.21176
316.77419,0.80870,0.45098
66.19355,0.64315,0.52745
64.00000,0.52632,0.44706
204.84848,0.40081,0.48431
23.38235,0.65385,0.59216
10.76923,0.79592,0.48039
35.91837,0.67742,0.57451
75.78947,0.82609,0.86471
194.46809,0.63801,0.43333
20.45455,0.21782,0.60392
315.00000,1.00000,0.49412
177.55102,0.80992,0.52549
238.18182,0.62264,0.31176
0.00000,0.69668,0.41373
297.74436,0.58079,0.44902
289.82456,0.91444,0.36667
8.73786,0.52821,0.38235
86.16279,0.84314,0.40000
150.17964,0.71674,0.54314
327.86730,0.94619,0.43725
77.56098,0.89781,0.26863
236.00000,0.15625,0.62353
87.61062,0.49780,0.55490
123.52941,0.19540,0.17059
135.00000,0.11111,0.78824
54.78261,0.28395,0.84118
267.27273,0.57292,0.37647
182.43902,0.80392,0.30000
73.63636,0.22680,0.38039
286.50000,0.38835,0.59608
138.75000,0.63492,0.75294
354.47368,0.91935,0.51373
359.25000,0.54795,0.28627
220.13793,0.70732,0.59804
52.16080,0.80567,0.48431
88.70968,0.86916,0.41961
291.86441,0.64130,0.36078
39.48387,0.71429,0.57451
213.54839,0.85321,0.78627
187.27273,0.36264,0.82157
67.05882,0.18280,0.36471
326.76923,0.63107,0.40392
246.53226,0.97638,0.50196
60.00000,0.35450,0.37059
26.18182,0.45082,0.52157
346.87500,0.72727,0.17255
228.07229,0.95402,0.34118
180.40000,0.76531,0.38431
87.48092,0.53469,0.48039
51.47929,0.70124,0.52745
325.93220,0.84286,0.72549
213.55932,0.27442,0.57843
166.66667,0.50000,0.57647
214.12844,0.93162,0.77059
354.76190,0.57273,0.56863
250.75472,0.77941,0.26667
245.33333,0.98253,0.55098
166.54545,0.66265,0.48824
229.09091,0.15789,0.59020
354.15584,0.96250,0.68627
262.65306,0.42982,0.44706
188.87324,0.86585,0.32157
96.96682,0.90558,0.45686
320.47059,0.56291,0.29608
198.84817,0.92271,0.59412
5.36585,0.67956,0.35490
314.66667,0.37815,0.46667
297.89474,0.59375,0.37647
247.22892,0.67480,0.51765
344.55882,0.94444,0.71765
4.86486,0.53110,0.40980
249.68610,0.94093,0.53529
155.25000,0.34188,0.45882
158.04878,0.96244,0.41765
312.24490,0.85965,0.66471
167.82609,0.60526,0.44706
91.45374,0.91165,0.48824
155.25000,0.70175,0.55294
259.80000,0.41322,0.47451
52.40506,0.71171,0.78235
78.41584,0.98058,0.20196
263.50000,0.48000,0.50980
31.38462,0.60185,0.42353
225.29032,0.70776,0.42941
116.00000,0.85153,0.55098
298.88199,0.78537,0.59804
145.51181,0.64467,0.38627
240.00000,0.95122,0.83922
194.40000,0.29412,0.16667
332.50000,0.97674,0.66275
172.94118,0.47036,0.50392
97.55725,0.97037,0.73529
103.42857,0.49296,0.58235
352.00000,0.53957,0.72745
253.26633,0.83264,0.53137
357.44681,0.88679,0.79216
312.97297,0.55224,0.39412
19.89637,0.96020,0.39412
43.91061,0.89055,0.60588
315.40541,0.59677,0.51373
75.78947,0.90476,0.87647
57.12329,0.82955,0.34510
305.94059,0.54011,0.63333
203.57143,0.75269,0.63529
241.44578,0.62406,0.73922
311.59091,0.37288,0.46275
293.36683,0.79920,0.51176
344.34783,0.48936,0.53922
352.82051,0.58209,0.60588
113.40659,0.81982,0.78235
273.27273,0.59783,0.63922
57.36264,0.59477,0.30000
126.77419,0.30392,0.60000
172.13115,0.44526,0.73137
202.80000,0.52632,0.37255
81.33333,0.71429,0.37059
225.00000,0.36893,0.40392
109.21348,0.91753,0.19020
358.88889,0.72973,0.43529
240.00000,1.00000,0.68235
24.65347,0.87826,0.54902
230.05714,0.70281,0.51176
17.34940,0.46893,0.65294
25.71429,0.98298,0.53922
271.71429,0.37634,0.36471
165.65217,0.29870,0.69804
13.41176,0.89474,0.62745
188.14815,0.72973,0.43529
299.72477,0.87200,0.49020
211.87500,0.37647,0.66667
246.58537,0.32800,0.49020
24.58333,0.68571,0.58824
80.19802,0.47867,0.58627
248.27586,0.36709,0.46471
263.51351,0.84091,0.65490
98.52632,0.76000,0.75490
5.64706,0.39906,0.41765
176.29630,0.65854,0.75882
72.40223,0.76824,0.54314
228.48485,0.89189,0.78235
108.88889,0.24107,0.56078
14.24460,0.90850,0.70000
317.83784,0.22981,0.31569
251.29412,0.54140,0.69216
317.61468,0.64497,0.33137
254.31193,1.00000,0.78627
24.55814,0.96413,0.56275
49.04762,0.78750,0.31373
10.97143,0.96685,0.35490
29.41176,0.88696,0.45098
326.78571,0.61538,0.35686
130.00000,0.78571,0.49412
322.70270,0.80087,0.45294
167.77778,0.61364,0.34510
39.41176,0.98077,0.40784
316.55172,0.49153,0.53725
87.32143,0.55446,0.39608
153.60000,0.11111,0.44118
293.20755,0.92982,0.77647
20.68085,0.92885,0.49608
261.66667,0.22785,0.69020
174.64286,0.57143,0.80784
211.52542,0.90769,0.12745
252.00000,0.38462,0.64314
80.78740,0.68649,0.63725
257.14286,0.94595,0.78235
166.52174,0.56557,0.47843
215.65714,0.76419,0.44902
22.65957,0.84685,0.43529
356.10390,0.92771,0.51176
177.27273,1.00000,0.52549
201.17647,0.19767,0.66275
86.30769,0.57018,0.44706
290.72727,0.58511,0.63137
196.87500,0.14159,0.44314
305.83333,0.39130,0.63922
350.00000,0.72897,0.58039
41.80328,0.51695,0.46275
246.31579,0.25792,0.43333
116.66667,0.55556,0.31765
279.75460,0.64940,0.49216
241.05263,0.72152,0.69020
82.38806,0.37853,0.34706
99.45205,0.94805,0.45294
292.65306,0.86726,0.44314
323.43750,0.32990,0.61961
208.52941,0.92727,0.56863
158.75000,0.22018,0.57255
58.83495,0.99038,0.40784
29.34307,0.82036,0.67255
209.77099,0.84516,0.30392
295.90909,0.88000,0.90196
77.64706,0.70103,0.38039
49.78723,0.83929,0.43922
267.69231,0.73799,0.55098
2.56410,0.47368,0.48431
284.55446,0.93519,0.57647
218.92857,0.84000,0.60784
259.32203,0.60825,0.19020
205.44304,0.85870,0.63922
215.38462,0.82979,0.36863
282.43902,0.82828,0.38824
316.80000,0.80645,0.69608
66.52174,0.75410,0.47843
295.55556,0.60000,0.82353
354.83871,0.94898,0.38431
251.64179,0.27126,0.51569
344.49438,0.42995,0.40588
98.70968,0.12971,0.53137
145.57377,0.96825,0.24706
328.92857,0.55446,0.60392
300.00000,0.59016,0.76078
118.02198,0.59477,0.70000
267.39130,0.79310,0.54510
293.83178,0.51196,0.40980
252.69231,0.68421,0.55294
175.80000,1.00000,0.19608
69.47368,0.42697,0.34902
201.88679,0.66527,0.53137
142.85714,0.57798,0.21373
274.34211,0.90476,0.32941
77.33333,0.44554,0.39608
215.14286,0.82677,0.49804
345.69536,0.64255,0.46078
7.50000,0.18868,0.58431
134.70588,0.69863,0.28627
115.94595,0.62185,0.46667
191.11111,0.59471,0.44510
190.28571,0.93333,0.29412
155.56701,0.88182,0.56863
337.75281,0.64029,0.72745
46.40625,0.79012,0.68235
94.18605,0.76786,0.43922
36.42857,0.94915,0.46275
335.34247,0.97333,0.70588
276.61017,0.27700,0.58235
202.08955,0.98049,0.40196
164.28571,0.33071,0.50196
289.68153,0.79695,0.61373
176.66667,0.25000,0.85882
261.29032,0.87736,0.41569
90.00000,0.26957,0.54902
103.73832,0.74825,0.71961
34.64789,0.35323,0.39412
163.97516,0.74194,0.57451
175.45455,0.55932,0.76863
84.84848,0.90826,0.21373
56.15385,0.86667,0.35294
41.80645,0.96273,0.68431
249.55414,0.76585,0.59804
304.00000,0.69620,0.53529
13.33333,0.45251,0.64902
246.05769,0.88136,0.53725
49.16300,0.92653,0.48039
100.69307,0.83471,0.52549
62.28571,0.96330,0.21373
88.18182,0.79200,0.50980
351.42857,0.79747,0.46471
87.00000,0.20408,0.38431
33.75000,0.96552,0.54510
293.33333,0.72000,0.70588
191.25000,0.65306,0.19216
248.49558,0.94167,0.52941
138.16514,0.90083,0.52549
77.56757,0.95690,0.45490
290.21459,0.93574,0.48824
225.31469,0.66512,0.42157
244.54545,0.54098,0.76078
27.63158,0.66667,0.22353
295.66265,0.39713,0.40980
118.98305,0.29949,0.61373
111.06383,0.46535,0.80196
352.53886,0.81435,0.46471
41.25000,0.56140,0.44706
224.75000,0.94488,0.50196
250.90909,0.69369,0.21765
335.88785,0.63314,0.33137
13.48315,0.94681,0.36863
125.82090,0.78824,0.33333
189.09091,0.20755,0.68824
177.94286,0.73222,0.53137
328.59060,0.68037,0.42941
331.42857,0.71186,0.23137
137.50000,0.66667,0.92941
205.10204,0.40164,0.47843
280.80000,0.89286,0.67059
64.18605,0.17409,0.51569
283.63636,0.34375,0.37647
226.72131,0.68539,0.65098
3.65217,0.51111,0.44118
352.04819,0.73451,0.55686
349.18033,0.70115,0.17059
218.67769,0.78065,0.30392
207.84314,0.69231,0.43333
198.91304,0.86792,0.79216
97.05882,0.77273,0.74118
82.14286,0.89362,0.18431
190.43478,0.09787,0.46078
154.91525,0.70518,0.49216
270.18182,0.94286,0.65686
32.32877,0.92405,0.46471
156.71053,0.66087,0.45098
112.50000,0.27586,0.11373
338.10811,0.65487,0.55686
153.26733,0.86325,0.45882
170.98446,0.83550,0.54706
22.50000,0.73333,0.23529
94.58333,0.69231,0.59216
357.94872,0.96694,0.76275
230.00000,0.46392,0.38039
206.41791,0.59292,0.44314
266.80851,0.40517,0.45490
177.81818,0.36424,0.29608
198.20225,0.44279,0.60588
16.02484,0.87978,0.35882
326.25000,0.72727,0.78431
230.00000,0.39474,0.29804
162.66667,0.55102,0.48039
90.17143,0.78475,0.43725
48.38710,0.84545,0.43137
204.89362,0.60256,0.69412
283.57143,1.00000,0.49412
171.11111,0.94406,0.28039
324.65753,0.92405,0.46471
102.53521,0.93013,0.55098
28.47458,0.69412,0.83333
41.82857,0.77093,0.55490
90.00000,0.57447,0.81569
248.57143,0.22826,0.63922
91.76471,0.73206,0.40980
357.77778,0.47368,0.11176
130.43478,0.43396,0.58431
162.45283,0.91379,0.77255
261.53846,0.17972,0.42549
108.00000,0.76471,0.33333
108.80000,0.65789,0.55294
285.00000,0.70690,0.45490
336.20690,0.98864,0.34510
267.27273,0.63636,0.23725
245.76923,0.63415,0.32157
16.26168,0.46725,0.44902
247.87500,0.97561,0.67843
173.90625,1.00000,0.25098
158.80597,0.93488,0.57843
351.56250,0.55172,0.77255
117.00000,0.48780,0.67843
68.72727,0.73333,0.29412
327.80488,0.33884,0.52549
204.25532,0.64977,0.57451
26.21849,0.48971,0.52353
114.91525,0.70518,0.50784
130.08000,0.50607,0.48431
86.66667,0.48768,0.39804
240.55046,0.47598,0.55098
18.62069,0.73729,0.46275
49.47368,0.86802,0.61373
42.43902,0.31783,0.25294
244.77876,0.63842,0.34706
219.66942,0.71598,0.33137
111.27273,0.92179,0.35098
14.35897,0.61257,0.37451
208.44828,0.97479,0.53333
61.34831,0.53939,0.32353
167.67123,0.90871,0.47255
